ï»¿ID,Target,Tweet,Stance
"
320",Feminist Movement,woman wanting equal man monstrosity semst,AGAINST
"
321",Feminist Movement,sometiimes feel like punching feminist face semst,AGAINST
"
322",Feminist Movement,thing learned job door leading opportunity cover fee privileged afford sadtruth semst,AGAINST
"
323",Feminist Movement,independence day day men get wasted dehumanize woman blowing firework endjuly th semst,AGAINST
"
324",Feminist Movement,husband know always born never maybelline beauty semst,AGAINST
"
325",Feminist Movement,capthaddock oh easy one run spankafeminist semst,AGAINST
"
326",Feminist Movement,write male character woman man tell woman co man semst,AGAINST
"
327",Feminist Movement,turn people mansplained past couple day forgot racist bigot semst,AGAINST
"
328",Feminist Movement,stupid men right nothing love leslie knope parksandrecnbc mra mensrights lol semst,AGAINST
"
329",Feminist Movement,ask father hand marriage language reinforces patriarchy property mom equality semst,AGAINST
"
330",Feminist Movement,grow stop catcalling semst,AGAINST
"
331",Feminist Movement,want give hair follicle quick shoutout giving armpit hair co nout say equality quite like unused razor semst,AGAINST
"
332",Feminist Movement,feminist america idea oppress look like semst,AGAINST
"
333",Feminist Movement,witopoli hope everyone going see beautiful angry see origin semst,AGAINST
"
334",Feminist Movement,girl pound wear bikini womenintech semst,AGAINST
"
335",Feminist Movement,thanks sjw associate word trigger joke going offend actual ptsd victim semst,AGAINST
"
336",Feminist Movement,ramzaruglia man yellow imagine semen woman slurping bottom left pic yesallwomen semst,AGAINST
"
337",Feminist Movement,girl animal want sex want closer god semst,AGAINST
"
338",Feminist Movement,nytimes nytopinion personal preference gender issue nt strip manner away younger generation semst,AGAINST
"
339",Feminist Movement,always already thanks fantastic story last month well captured u believe missed thisiswhatwelooklike semst,AGAINST
"
340",Feminist Movement,last rt lawsuit around woman able eat public without chaperone usa th century semst,AGAINST
"
341",Feminist Movement,nice rap ranveerofficial arjunk late made point ki admi ki kya hai jarorat semst,AGAINST
"
342",Feminist Movement,ironic anti feminist intimidation machine drowned voice trying civilly critique feminist idea semst,AGAINST
"
343",Feminist Movement,welp saw infamous radfem protest toronto mra speech first time disgusting feminismiscruelty semst,AGAINST
"
344",Feminist Movement,red something feminist bite brick stfu semst,AGAINST
"
345",Feminist Movement,get woman feminist sort woman meninists mras actual fuck mra semst,AGAINST
"
346",Feminist Movement,also add really enjoyed looking tahirrajbhasin mardaani p tahir dashing baddie bollywood semst,AGAINST
"
347",Feminist Movement,rewatced charmed episode loving even semst,AGAINST
"
348",Feminist Movement,cannot succeed half u held back malala yousafzai smartglamour feminist yesallwomen equality semst,AGAINST
"
349",Feminist Movement,afshah ronaldo tell strong individual male make choice abcd saynotooppresion semst,AGAINST
"
350",Feminist Movement,anyone got link anti feminist egalitarian chotchkies pin button like antifeminism egalitarian semst,AGAINST
"
351",Feminist Movement,equality police burying domestic violence accusation female sport star wedidit usa semst,AGAINST
"
352",Feminist Movement,bad woman carrying trophy look like robert palmer video fifawwcfinal usavjpn semst,AGAINST
"
353",Feminist Movement,next watch get called sexist pig ordering sandwich female subway sandwich engineer semst,AGAINST
"
354",Feminist Movement,spectreofchaos trolling yesallwomen stalker doxed harassed people week best block semst,AGAINST
"
355",Feminist Movement,atheena dopee curlyy even know say content paid le treated like equal semst,AGAINST
"
356",Feminist Movement,go step house feel like ussoccer wnt woman world cup brokenlegprobs usa semst,AGAINST
"
357",Feminist Movement,coffey cake dailysexsupply bad idgaf semst,AGAINST
"
358",Feminist Movement,mraguyot yup way would ever buy hey something everybody antifeminism antisjw mgtow semst,AGAINST
"
359",Feminist Movement,people may hate feminist least hate opposite sex feminist sexism semst,AGAINST
"
360",Feminist Movement,many feminist praising hope solo domestic abuser become idol semst,AGAINST
"
361",Feminist Movement,feminist want benefiting right men harmful one eg prison time divorce equality semst,AGAINST
"
362",Feminist Movement,feminism want equal right men must advocate equal prison time losing custody right semst,AGAINST
"
363",Feminist Movement,repubgirllife said hot hope solo feminist would go ape shit screwfeminism semst,AGAINST
"
364",Feminist Movement,manspreading woman hog subway space doublestandards semst,AGAINST
"
365",Feminist Movement,still get teamwork considered female thing consistent experience semst,AGAINST
"
366",Feminist Movement,want amazing scifi show completely pass bechdel test farscape well written character awesome semst,NONE
"
367",Feminist Movement,writing self woman return body confiscated hlne cixous theatre semst,FAVOR
"
368",Feminist Movement,men deserve called gentleman semst,NONE
"
369",Feminist Movement,lady get magic mike xxl u guy magic michelle dd feminist would shut semst,AGAINST
"
370",Feminist Movement,female shark grow larger male shark sharkweek semst,NONE
"
371",Feminist Movement,feminist believe equality sex thats exactly feminism semst,FAVOR
"
372",Feminist Movement,still cannot get much woman degraded medium sport business world simply semst,FAVOR
"
373",Feminist Movement,mustangallie agreeing ur tweet semst,NONE
"
374",Feminist Movement,define feminism clearly state woman yet feminist still deny everyone semst,AGAINST
"
375",Feminist Movement,feminist took photo men crotch charged manspreading semst,AGAINST
"
376",Feminist Movement,evidence modern feminism stupid pointless manspreading semst,AGAINST
"
377",Feminist Movement,aim stop continuing allow men life lead capable following manifesta iamfuriosa semst,FAVOR
"
378",Feminist Movement,last rt demonstrates relevance preceding rts semst,NONE
"
379",Feminist Movement,feminist stop rape joke think woman feel depends big meninist semst,AGAINST
"
380",Feminist Movement,watched frickin awesome interview caitlinmoran lenadunham breath fresh air two lady semst,NONE
"
381",Feminist Movement,feminist huge disservice rape victim lying number supporting false accusation semst,AGAINST
"
382",Feminist Movement,whiteshamer resident evil tomb raider portal mass effect parasite eve countless game never happened semst,NONE
"
383",Feminist Movement,marriage man murderage right murder rage woman ruined trust men destabilized future semst,AGAINST
"
384",Feminist Movement,incredibly easy identify shitty female poor view world important thanks semst,AGAINST
"
385",Feminist Movement,yo kaitlynbristowe get girl thebachelorette semst,NONE
"
386",Feminist Movement,need feminism wearing question tell stepmom cat called semst,FAVOR
"
387",Feminist Movement,problem explaining feminism even calm complex level cannot understood feminist respect equalityforall semst,FAVOR
"
388",Feminist Movement,fell asleep brother wake hearing noise one go upstairs see semst,NONE
"
389",Feminist Movement,involve woman sexist involve woman sexist winning semst,AGAINST
"
390",Feminist Movement,crystxlcxstlesz break glass ceiling semst,NONE
"
391",Feminist Movement,feminism equal right treating people like human nono nooooiscruelty semst,AGAINST
"
392",Feminist Movement,lady pimp go brush shoulder semst,FAVOR
"
393",Feminist Movement,woman want treated equal get hit hitting man first bull shit motha fuck semst,AGAINST
"
394",Feminist Movement,trutherbotred woman picture groped let yell womensrights feminist semst,FAVOR
"
395",Feminist Movement,thought video equality interesting contradiction demonization men agenda passive activist semst,AGAINST
"
396",Feminist Movement,girl wanna fun damental right semst,FAVOR
"
397",Feminist Movement,seriously considering writing article ban school skirt secondary school thought would appreciated semst,NONE
"
398",Feminist Movement,woman spend much time kitchen get opinionated think know everything feminist semst,AGAINST
"
399",Feminist Movement,eewww drawing attention woman health issue like breast ovarian uterine cancer feminismiscruelty semst,AGAINST
"
400",Feminist Movement,helping getting law patent get paid maternity leave madness stop feminismiscruelty semst,AGAINST
"
401",Feminist Movement,walkaflockkaa kasscheeks weneedfeminlsm acting like lived medieval time shit semst,AGAINST
"
402",Feminist Movement,normanikordei hi u pls rt people need know feminist semst,FAVOR
"
403",Feminist Movement,allybrooke hi u pls rt people need know feminist semst,FAVOR
"
404",Feminist Movement,woman earns money keep feminismiscruelty semst,AGAINST
"
405",Feminist Movement,ugh sick death whole bitch wanting equality thing like stfu u dumb cunt feminismiscruelty semst,AGAINST
"
406",Feminist Movement,putting air conditioner wearing sundress semst,NONE
"
407",Feminist Movement,whine thing going way even though adult likeafeminist semst,AGAINST
"
408",Feminist Movement,young woman stood next kl airport sorry step partner grabbed threatened yesallwomen semst,FAVOR
"
409",Feminist Movement,woman learn woman men learn men blame want friend lyric semst,NONE
"
410",Feminist Movement,saltwaterpop like attitude lot tho semst,NONE
"
411",Feminist Movement,lol feminist complain men get le clothing option store say gender equality semst,AGAINST
"
412",Feminist Movement,nafedude takedownmras never problem happens semst,NONE
"
413",Feminist Movement,nafedude sharing laugh buddy ur point laughable laughing good health semst,NONE
"
414",Feminist Movement,hello lady finally made twitter expand presence rationalfeminism stayfreeofpiv semst,FAVOR
"
415",Feminist Movement,said feminist standard standard woman semst,AGAINST
"
416",Feminist Movement,happy birthday one fav people great view fellow supreme court cutie love maddylinder semst,NONE
"
417",Feminist Movement,religious homosexual men find sexy wrong feminits heterosexual men find sexy wrong semst,AGAINST
"
418",Feminist Movement,dear parent please tell boy girl cry girl rock semst,FAVOR
"
419",Feminist Movement,sexy bitch shit semst,FAVOR
"
420",Feminist Movement,oppress strong independent woman sit certain way manspreading semst,AGAINST
"
421",Feminist Movement,gender adjective noun ruth pearson gender genconuea semst,FAVOR
"
422",Feminist Movement,think see appeal housewife househusband seemsfun creativepotential equality illexplainlater semst,FAVOR
